institutionCode,total,has_collectionCode,has_catalogNumber,has_preparations,has_speciesKey,has_scientificName,has_scientificNameID,has_acceptedNameUsage,has_identificationID,has_locality,has_higherGeography,has_continent,has_countryCode,has_stateProvince,has_county,has_decimalLatitude,has_decimalLongitude,has_coordinates,has_verbatimElevation,has_verbatimDepth,has_image,has_dateIdentified,has_identifiedBy,has_recordedBy,has_eventDate,has_recordNumber,File,month
ROCH,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
RSA,435518,435518,131050,435473,424050,435518,0,0,0,435501,0,0,435484,432137,406695,152955,152955,152955,0,0,57673,0,0,435439,422011,435422,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SCFS,1697,0,1695,0,1637,1697,0,0,0,1680,0,0,1694,1694,1694,1669,1669,1669,1325,1,1548,573,1075,1693,1687,1313,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SD,252784,0,31869,0,248936,252784,0,0,0,250921,0,0,252144,250116,252784,208856,208856,208856,69698,0,30319,0,132625,252231,247663,252784,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SDNHM,270,270,270,270,0,270,0,0,0,270,0,0,270,270,270,270,270,270,0,0,0,0,0,270,270,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SDSM,146,146,146,145,8,146,0,0,0,0,139,139,139,139,126,0,0,0,0,0,0,0,0,0,59,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SDSU,22962,150,22932,0,22532,22962,0,0,0,22098,0,0,22904,22555,21395,19085,19085,19085,13922,0,22591,8395,12943,22945,22355,17974,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SEINet,13,10,13,0,13,13,0,0,0,10,0,0,13,13,11,13,13,13,4,0,10,7,11,13,12,11,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SEOSU,19884,19884,19884,0,19543,19884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SFV,16270,0,16155,0,15943,16270,0,0,0,16237,0,0,16261,16166,15376,14234,14234,14234,11469,0,16155,1636,2802,16270,15960,16095,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
SJSU,15932,0,15892,0,15808,15932,0,0,0,15909,0,0,15927,15731,14136,9427,9427,9427,74,0,14503,13,44,15932,15865,11880,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
TENN,420046,70699,420046,1,397265,420046,0,0,0,184342,0,0,418125,415746,376648,169153,169153,169153,28399,6,356714,10261,57527,189823,185202,157135,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
TEX,490325,490256,490325,490324,475343,490325,0,0,0,487072,490088,490084,490078,487261,343098,128500,128500,128500,1,0,1,382168,435352,486161,486218,1,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
TTU,2,2,0,0,0,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
TULS,8379,8379,8379,0,8268,8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UA,41460,41460,41460,0,40893,41460,0,0,0,40668,0,41448,41448,41362,38355,39040,39040,39040,0,0,0,0,17996,41460,39845,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UAM,205685,205685,205685,205575,195501,205685,0,0,0,205685,205685,136055,136065,135411,1564,126844,126844,126844,0,0,173287,200302,205685,205681,200029,742,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UAMb,74529,74529,74529,73978,70052,74529,0,0,0,74529,74529,73686,74133,66422,716,29714,29714,29714,0,0,57013,74513,74529,74529,74402,10,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UCBG,18900,18900,18900,0,16211,18900,0,0,0,18900,0,15882,16530,10465,5198,827,827,827,0,0,0,0,0,18900,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UCM,19,19,19,0,0,19,0,0,0,0,0,19,19,19,18,13,13,13,0,0,1,3,4,6,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UCMP,44575,44575,44575,44095,14196,44575,0,0,0,44548,0,43358,43319,42418,40797,7204,7204,7204,0,6820,684,0,0,31003,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UCONN,171064,171064,171064,0,161832,171064,0,0,0,170254,20959,0,169658,168296,157471,155614,155614,155614,34935,1096,0,0,0,168671,166195,105527,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UCR,264722,54,63736,0,255685,264722,0,0,0,264592,0,0,264602,264505,255570,247988,247988,247988,50,0,58003,82556,91613,264722,261907,264691,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UCSB,52097,0,50386,48573,50938,52097,0,0,0,51846,0,0,51754,51615,50702,36813,36813,36813,2950,239,45803,551,3132,51337,50070,44450,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UCSC,13288,32,4533,3,12254,13288,0,0,0,13151,3,3,13243,13157,13143,9240,9240,9240,2419,0,4587,533,620,13254,12872,13111,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UD,64,64,64,0,63,64,0,0,0,32,0,0,64,64,64,64,64,64,0,0,0,63,64,57,64,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UF,31174,31174,31171,31163,7477,31174,0,0,0,31105,31156,280,31135,30789,29006,28059,28059,28059,0,0,1,0,0,28778,263,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UHIM,43,43,43,0,10,43,0,0,0,22,0,0,40,40,32,0,0,0,0,0,43,0,0,39,40,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UHM,2252,2252,2252,0,1429,2252,0,0,0,0,0,0,2125,0,0,2151,2151,2151,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UMD,49190,49190,49190,0,48370,49190,0,0,0,19737,0,0,49170,48974,48819,2720,2720,2720,0,0,0,23238,43334,49189,49056,47837,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UMMP,5,5,5,0,0,5,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UMMZ,16,16,16,16,15,16,0,0,0,15,0,15,15,10,0,3,3,3,0,0,0,0,0,14,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UNM,128420,128420,121537,122407,125571,128420,0,0,0,124472,2,2,128306,128290,128086,76783,76783,76783,77010,0,117067,32045,45417,128245,123970,124339,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UOBS,890,890,890,0,887,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UOMNH,18705,18705,18703,15667,3856,18705,0,0,0,8454,9739,17722,17682,16758,12535,1011,1011,1011,0,0,969,0,10610,15993,382,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
US,3354275,3354275,3070652,21225,3126314,3354275,0,0,0,3097823,3349379,2999602,3344880,2636120,433881,553912,553912,553912,22287,16048,714754,0,442216,3341878,3048294,3330082,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA003,10397,10397,10397,0,10104,10397,0,0,0,2350,0,0,8563,0,0,958,958,958,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA004,5823,5823,5823,0,5709,5823,0,0,0,3095,0,0,5552,0,0,2897,2897,2897,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA005,14674,14674,14674,0,14311,14674,0,0,0,241,0,0,9499,0,0,48,48,48,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA007,41,41,41,0,37,41,0,0,0,41,0,0,41,0,0,41,41,41,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA016,49784,49784,49784,0,48703,49784,0,0,0,21452,0,0,46097,0,0,7250,7250,7250,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA020,35876,35876,35876,0,34972,35876,0,0,0,16581,0,0,33377,0,0,8768,8768,8768,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA022,66656,66656,66656,0,63059,66656,0,0,0,35553,0,0,60293,0,0,16865,16865,16865,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA026,14341,14341,14341,0,12739,14341,0,0,0,4727,0,0,12691,0,0,4457,4457,4457,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA029,42197,42197,42197,0,38983,42197,0,0,0,17520,0,0,35512,0,0,18306,18306,18306,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA033,8361,8361,8361,0,8360,8361,0,0,0,2367,0,0,7472,0,0,927,927,927,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA042,881,881,881,0,830,881,0,0,0,292,0,0,844,0,0,115,115,115,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA047,4850,4850,4850,0,3838,4850,0,0,0,465,0,0,3813,0,0,37,37,37,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA049,7447,7447,7447,0,7420,7447,0,0,0,1205,0,0,5718,0,0,282,282,282,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA074,1909,1909,1909,0,1862,1909,0,0,0,58,0,0,1596,0,0,31,31,31,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA108,1009,1009,1009,0,881,1009,0,0,0,31,0,0,609,0,0,2,2,2,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA133,3606,3606,3606,0,3574,3606,0,0,0,122,0,0,259,0,0,119,119,119,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA134,241,241,241,0,241,241,0,0,0,98,0,0,224,0,0,27,27,27,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA148,2923,2923,2923,0,2266,2923,0,0,0,20,0,0,1541,0,0,6,6,6,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA151,3535,3535,3535,0,3279,3535,0,0,0,1241,0,0,1813,0,0,796,796,796,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA167,8193,8193,8193,0,7010,8193,0,0,0,4563,0,0,6993,0,0,3847,3847,3847,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA174,3760,3760,3760,0,3760,3760,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA176,2106,2106,2106,0,2100,2106,0,0,0,830,0,0,1996,0,0,43,43,43,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA200,1484,1484,1484,0,1046,1484,0,0,0,19,0,0,1210,0,0,2,2,2,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA390,6215,6215,6215,0,4816,6215,0,0,0,899,0,0,5309,0,0,485,485,485,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA476,39,39,39,0,39,39,0,0,0,39,0,0,39,0,0,39,39,39,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA559,420,420,420,0,387,420,0,0,0,142,0,0,369,0,0,161,161,161,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA937,2542,2542,2542,0,2542,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA955,1683,1683,1683,0,1604,1683,0,0,0,1181,0,0,1634,0,0,355,355,355,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA956,3981,3981,3981,0,2892,3981,0,0,0,1407,0,0,3116,0,0,730,730,730,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA962,510,510,510,0,510,510,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA970,4621,4621,4621,0,4618,4621,0,0,0,14,0,0,3819,0,0,106,106,106,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USA971,2577,2577,2577,0,2350,2577,0,0,0,1654,0,0,2363,0,0,23,23,23,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USCH,113934,109502,71525,0,110222,113934,0,0,0,105577,0,0,112301,111745,106223,29289,29289,29289,969,0,68040,692,107838,112613,105818,89630,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USF,228131,228131,228131,0,223444,228131,0,0,228131,217018,227917,0,227885,222368,191992,37132,37132,37132,36741,0,228131,64729,109181,228041,226352,227483,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USNM,36063,36063,36062,3958,17963,36063,0,0,0,4,11591,14,11572,11094,2286,0,0,0,0,0,126,0,9856,5043,3940,145,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
USU,167031,167031,166797,11,163267,167031,0,0,0,151610,0,0,166495,163371,147869,73095,73095,73095,35878,0,83161,25481,61786,162474,150171,145195,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UTAH,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UTC,2967,2967,2959,2,2021,2967,0,0,0,2901,0,0,2960,2725,2430,1605,1605,1605,84,0,27,133,279,2958,2473,1520,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UTEP,82569,82569,82569,82569,79804,82569,0,0,0,82569,82569,82268,82553,81571,74290,34820,34820,34820,0,0,309,67743,82569,82567,82569,68164,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UTEX,1916,0,1916,1911,968,1916,0,0,0,0,0,1473,1476,1035,0,0,0,0,0,0,0,0,0,1564,0,1261,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UTKH,481,481,481,0,438,481,0,0,0,480,0,0,0,440,419,0,0,0,0,0,0,0,0,478,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UWBM,297160,297160,297160,0,278692,297160,0,0,0,297055,15,3,296277,295382,243202,145773,145773,145773,1,0,0,86184,162452,297119,293499,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
UWYMED,3,3,3,3,0,3,0,0,0,3,0,0,3,3,3,3,3,3,0,0,0,0,3,3,3,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
VMNH,4,4,4,0,0,4,0,0,0,4,4,4,4,4,4,0,0,0,0,0,4,0,4,4,4,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
VPI,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
VT,287675,0,287672,7,123974,287675,0,0,0,44233,0,0,280921,124803,77687,96031,96031,96031,9250,8,280704,10237,22256,78820,87364,65954,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
WCUH,29893,5728,29892,0,29539,29893,0,0,0,6702,0,0,29677,29875,29605,3241,3241,3241,3603,0,22404,483,862,5671,6643,6502,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
WOH,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
WSCO,4637,0,4512,0,4503,4637,0,0,0,4503,0,0,4626,4598,4468,2223,2223,2223,2365,0,0,598,3509,4615,4591,4101,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
YPM,245501,245501,245501,6611,144838,245501,0,0,0,115029,177277,176102,177121,170878,143944,161494,161494,161494,7556,7,155322,2836,7577,163670,125628,47396,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NA,111967,1780,111846,1117,110717,111967,346,0,0,110065,944,1554,111685,111240,108147,110710,110710,110710,544,0,0,5,26,2261,110204,1506,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
